action,new_state,reward,state
95.0,"[ 40 220 320  40 140 260  40 220 320  80 200 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",-0.5845176041073457,"[ 40 220 320  40 140 260  40 220 320  80 200 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
108.0,"[ 40 220 320  40 140 260  40 220 320  80 200 280  20 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",0.2978715322336894,"[ 40 220 320  40 140 260  40 220 320  80 200 280  20 160 340 100 180 320
   0 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
22.0,"[ 40 220 320  40 140 260  40 220 320  80 200 280  20 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",1.0647702327615258,"[ 40 220 320  40 140 260  40 220 320  80 200 280  20 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
43.0,"[ 40 220 320  40 140 260  40 200 320  80 200 280  20 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",-0.07359240099291932,"[ 40 220 320  40 140 260  40 220 320  80 200 280  20 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
72.0,"[ 40 220 320  40 140 260  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]",-0.1387323794630833,"[ 40 220 320  40 140 260  40 200 320  80 200 280  20 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
112.0,"[ 40 220 320  40 140 260  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]",0.9123728724867043,"[ 40 220 320  40 140 260  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   0   1   0]"
80.0,"[ 40 220 320  40 140 260  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]",-1.0594460317333103,"[ 40 220 320  40 140 260  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  40  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
31.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]",1.2218770142515978,"[ 40 220 320  40 140 260  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
77.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]",0.1406811327555027,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
107.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   0]",0.14823663865606307,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   1   1   1   0]"
14.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   0]",0.4474341655850899,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  38  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   0]"
124.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",0.42890495790495975,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   0]"
38.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",0.9762847598026684,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
103.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-0.0692290812539035,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 320
  20 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
32.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",1.238294918856755,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  42  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
34.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",0.30869911617176854,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
17.0,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",0.858449417620089,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
19.0,"[ 40 220 320  20 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",0.9403228596287804,"[ 40 220 320  40 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
73.0,"[ 40 220 320  20 140 240  40 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",1.977308294861699,"[ 40 220 320  20 140 240  40 200 320  80 200 280  40 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
22.0,"[ 40 220 320  20 140 240  40 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",1.7202658949266005,"[ 40 220 320  20 140 240  40 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
36.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",2.4112552039486275,"[ 40 220 320  20 140 240  40 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
86.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",1.5950352400236376,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  44
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
20.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  40  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",1.0545500809683213,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
110.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  40  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-0.1492729559920839,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  40  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  42  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
115.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 180 320  40  38  40  40  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-0.5253586469607546,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 200 320  40  38  40  40  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
72.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 160 340 100 180 300
  20 180 320  40  38  40  40  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-0.49468632720318845,"[ 40 220 320  20 140 240  60 200 320  80 200 280  20 160 340 100 180 300
  20 180 320  40  38  40  40  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
21.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 160 340 100 180 300
  20 180 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",2.315302223487796,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 160 340 100 180 300
  20 180 320  40  38  40  40  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
79.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 180 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",0.6194488298661421,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 160 340 100 180 300
  20 180 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
115.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 160 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-1.4555153219986536,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 180 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
51.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 160 320  40  38  40  38  46  44  46  36  36  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-1.4350220082174487,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 160 320  40  38  40  38  46  44  46  36  38  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
120.0,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 160 340  40  38  40  38  46  44  46  36  36  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-2.2141801113692257,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 160 320  40  38  40  38  46  44  46  36  36  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
24.0,"[ 40 220 320  20 160 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 160 340  40  38  40  38  46  44  46  36  36  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-0.7034834842173298,"[ 40 220 320  20 140 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 160 340  40  38  40  38  46  44  46  36  36  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
49.0,"[ 40 220 320  20 160 240  60 200 300  80 200 280  40 140 340 100 180 300
  20 160 340  40  38  40  38  46  44  46  36  36  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-0.8453070553352985,"[ 40 220 320  20 160 240  60 200 320  80 200 280  40 140 340 100 180 300
  20 160 340  40  38  40  38  46  44  46  36  36  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
74.0,"[ 40 220 320  20 160 240  60 200 300  80 200 280  40 140 340 100 180 300
  20 160 340  40  38  40  38  46  44  46  36  36  38  36  40  40  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]",-0.6889361077376528,"[ 40 220 320  20 160 240  60 200 300  80 200 280  40 140 340 100 180 300
  20 160 340  40  38  40  38  46  44  46  36  36  38  36  40  38  42  46
  36  40  44  44  38  36   0   0   0   1   1   1   0   0   1   1   0   0
   0   1   1   0   0   0   1   1   1]"
